product,img,score,title,pros,cons,body
Grisport Sherpa Wandelschoenen Unisex - Brown - Maat 39,https://media.s-bol.com/7zOYYO7xvR8y/6Qo69l/550x509.jpg,klantbeoordeling: 5 van de 5 sterren,wandelschoenen,[],[],"zeer goede schoenenik ben namelijk aan mijn heup geoperreed.en ze vonden de schoenen heel goed voor mijn voeten .heelgoed zelfs.ik zou zeggen voor om te wandelen,en heel goed voorje voeten 'kies voor deze schoenen."
Grisport Sherpa Wandelschoenen Unisex - Brown - Maat 39,https://media.s-bol.com/7zOYYO7xvR8y/6Qo69l/550x509.jpg,klantbeoordeling: 3 van de 5 sterren,Sherpa wandelschoen,[],['voldoet niet aan verwachting'],"Ik heb deze wandelschoenen aangeschaft omdat ik zeer goede ervaring heb met de werkschoenen van Grisport. Ik heb ze nu een tijdje maar ik vind ze niet lekker lopen. Alleen op bospaden zijn ze wel oke. Maar als ik van het station naar mijn werk loop, vind ik ze te stug. Ook zijn ze niet voldoende antislip. Op put deksels en in het station glij ik weg met de schoen. Ik had ze beter verwacht als ik kijk naar de beoordelingen."
Grisport Sherpa Wandelschoenen Unisex - Brown - Maat 39,https://media.s-bol.com/7zOYYO7xvR8y/6Qo69l/550x509.jpg,klantbeoordeling: 4 van de 5 sterren,Heerlijke wandelschoenen,"['handig in gebruik', 'Goede prijs/kwaliteit']",['weinig grip op natte gladde ondergrond.'],"Dit zijn toffe wandelschoenen. Ik wandel in bossen, langs de kust of door het buitengebied van ons dorp. Heb nog geen ervaring met extreme regen of diepe plassen. Wel oppassen op gladde stoepen of wegen, dan hebben ze weinig grip."
Jack Wolfskin Vojo 3 Texapore Low Wandelschoenen Dames - Grijs - Maat 39,https://media.s-bol.com/qZ3WYx0nEJwD/550x374.jpg,klantbeoordeling: 1 van de 5 sterren,Maatvoering klopt niet,[],['voldoet niet aan verwachting'],"Maat 42 komt niet in de buurt van een maat 42, voor een maat 41 zit die al niet ruim"
Skechers Hiking Trego Base Camp wandelschoenen bruin - Maat 36,https://media.s-bol.com/j6xA4g58Dy14/YENjE2/550x469.jpg,klantbeoordeling: 5 van de 5 sterren,Echt een aanrader!!,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"Zijn dan, voor mij, totaal geen sexy schoenen.  Maar ohh, wat zitten ze heerlijk! Super stevig, goed aansluitend om de voeten en enkels. Gewoon mijn eigen maat genomen en zit dus als gegoten. Voel me stoer en staan best leuk onder een spijkerbroek of sportieve joggingbroek. Loopt bovendien echt fijn. Gelijk in de regen een wandeling van 1 uur gemaakt.  Geen spijt!!"
Skechers Hiking Trego Base Camp wandelschoenen bruin - Maat 36,https://media.s-bol.com/j6xA4g58Dy14/YENjE2/550x469.jpg,klantbeoordeling: 4 van de 5 sterren,Topper,"['Goede kwaliteit', 'Kleur komt overeen met afbeelding']",['Vallen groot uit qua schoenmaat'],"Stevige wandelschoen, leuke kleuren, zachte zool, geen pijnlijke voeten, vallen wel ruim uit in schoenmaat. Heb dan ook een paar moeten retourneren wegens te groot zijnde."
Skechers Hiking Trego Base Camp wandelschoenen bruin - Maat 36,https://media.s-bol.com/j6xA4g58Dy14/YENjE2/550x469.jpg,klantbeoordeling: 5 van de 5 sterren,I love skechers,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],Ze zitten lekker en zijn gemakkelijk aan te trekken
Skechers Hiking Trego Base Camp wandelschoenen bruin - Maat 36,https://media.s-bol.com/j6xA4g58Dy14/YENjE2/550x469.jpg,klantbeoordeling: 4 van de 5 sterren,Wandelschoenen sketcher,['Lopen en zitten goed'],"['Voldoet niet aan verwachting', 'Zijn niet waterdicht']","Lopen en zitten goed, maar als je door nat gras loopt heb je kletsnatte voeten, ik heb de leverancier gemaild en die zegt dat mag omdat ze niet waterdicht zijn"
Skechers Hiking Trego Base Camp wandelschoenen bruin - Maat 36,https://media.s-bol.com/j6xA4g58Dy14/YENjE2/550x469.jpg,klantbeoordeling: 3 van de 5 sterren,Vrouwelijke schoen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],Licht
Skechers Hiking Trego Base Camp wandelschoenen bruin - Maat 36,https://media.s-bol.com/j6xA4g58Dy14/YENjE2/550x469.jpg,klantbeoordeling: 5 van de 5 sterren,Loopt lekker,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Brede voeten en halluxtenen passen er goed in. Steunzolen ook. Maar ik heb wel halve maat groter besteld omdat mijn ene voet groter is dan de andere. De veters zijn heel sterk en kan je stevig strak krijgen. Ik loop veel met de hond door zompige blubber en ze zijn waterdicht gebleken. Ik vind de schoenen mooi en trendy. Ik zou graag volgend jaar een versie willen met zachte wollige voering voor warmere wintervoeten
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Heel tevreden,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje"
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Een lichte maar stevige wandelschoen.,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden.  Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over.  Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit.  Ik ben blij met deze aankoop."
The North Face  Dames Wandelschoenen - Maat 39,https://media.s-bol.com/xjJzolX554Ml/ZWNLv2/550x335.jpg,klantbeoordeling: 5 van de 5 sterren,Hele goede schoenen!,[],[],als of je op wolken loopt
Skechers ARCH-FIT DISCOVER-ELEVATION G dames sneakers - Paars - Maat 39,https://media.s-bol.com/qpxNgR9mn5Y0/MEy5BA/550x320.jpg,klantbeoordeling: 5 van de 5 sterren,Fijne wandelschoenen,"['Mooie pasvorm', 'Kleur komt overeen met afbeelding', 'Licht']",[],Fijne lichte wandelschoenen met prima pasvorm
Jack Wolfskin Vojo 3 Texapore Mid Wandelschoenen Vrouwen - Maat 39,https://media.s-bol.com/Y7YgLKXM5nnY/550x464.jpg,klantbeoordeling: 5 van de 5 sterren,stevig,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"stevige schoen,valtwel klein"
The North Face M Litewave Fastpack II Mid Wp Snowboots Heren - Zwart - Maat 41,https://media.s-bol.com/ZwJ1rDPorNyg/Bg2qn3X/550x485.jpg,klantbeoordeling: 4 van de 5 sterren,"Lichte schoen, slijt snel","['Voldoet aan verwachting', 'Handig in gebruik']","['Zolen slijten snel', 'Veters gaan snel los']","Deze schoenen zijn zeer licht en daarom coomfortabel om te dragen. Wel merk ik dat de veters snel losgaan en je anders moet strikken om daar geen last van te hebben. Ook de zolen zijn redelijk snel versleten als je ze 'normaal' gebruikt. Prijs/kwaliteit van de schoen vind ik echter meer dan prima. Licht, fijne stof, lopen fijn."
The North Face M Litewave Fastpack II Mid Wp Snowboots Heren - Zwart - Maat 41,https://media.s-bol.com/ZwJ1rDPorNyg/Bg2qn3X/550x485.jpg,klantbeoordeling: 2 van de 5 sterren,lekken,['Handig in gebruik'],['Voldoet niet aan verwachting'],"Lopen heerlijk. Maar zijn beslist niet ""volledig waterdicht"", zoals wel gesteld wordt. Door nat gras lopen zorgt al voor natte en koude voeten!"
The North Face W HEDGEHOG FASTPACK WP (EU) Dames Wandelschoenen - Maat 40,https://media.s-bol.com/q5XVp9MnN323/6QNB7N/550x378.jpg,klantbeoordeling: 5 van de 5 sterren,fijne wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Fijne lichte schoen, wel 1 maat groter besteld dan dat ik normaal heb ivm uitzetten voeten"
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fantastisch,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Schoenen lopen heerlijk. Ook in het bos en in bergachtig gebied.In een woord Top
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 4 van de 5 sterren,Prettig wandelen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Lopen heerlijk met een fijne zool en leest
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fijn,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Heerlijke soepele wndelschoenen die ook warm zitten
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,['voldoet aan verwachting'],[],Comfortabel
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Prima schoen met goede pasvorm,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Ze zitten als gegoten,"['Voldoet aan verwachting', 'Voldoet aan verwachting', 'Goede kwaliteit']",[],Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,prima wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"fijne pasvorm, mooi materiaal"
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Heel goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Perfecte pasvorm en lopen lekker
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 4 van de 5 sterren,Toppie,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Goede keus
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Goeie wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen."
Salomon XA PRO 3D GTX v8 Wandelschoenen Heren - Zwart - Maat 46,https://media.s-bol.com/kow8KNE990KJ/550x282.jpg,klantbeoordeling: 3 van de 5 sterren,Zolen laten los,[],['Zolen laten los'],"Goede schoen, maar na ruim een jaar laten het voorste deel van zool van beide schoenen los"
Salomon XA PRO 3D GTX v8 Wandelschoenen Heren - Zwart - Maat 46,https://media.s-bol.com/kow8KNE990KJ/550x282.jpg,klantbeoordeling: 4 van de 5 sterren,Redelijk ok,['handig in gebruik'],[],Zitten best prima
Salomon XA PRO 3D GTX v8 Wandelschoenen Heren - Zwart - Maat 46,https://media.s-bol.com/kow8KNE990KJ/550x282.jpg,klantbeoordeling: 5 van de 5 sterren,wandelen,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],wandelen gaat perfect met deze schoenen
Salomon XA PRO 3D GTX v8 Wandelschoenen Heren - Zwart - Maat 46,https://media.s-bol.com/kow8KNE990KJ/550x282.jpg,klantbeoordeling: 5 van de 5 sterren,Lekker lopen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",['waarom waren ze 2 dagen later duurder? ik wilde no'],Niet kopen. Ze zitten veel te goed.
Salomon XA PRO 3D GTX v8 Wandelschoenen Heren - Zwart - Maat 46,https://media.s-bol.com/kow8KNE990KJ/550x282.jpg,klantbeoordeling: 4 van de 5 sterren,Geweldig,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Zeer goeie kwaliteit
Salomon XA PRO 3D GTX v8 Wandelschoenen Heren - Zwart - Maat 46,https://media.s-bol.com/kow8KNE990KJ/550x282.jpg,klantbeoordeling: 4 van de 5 sterren,Zit lekker en valt niet zo klein,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"Ik heb deze schoenen pas een dag, maar nu al dik tevreden. Ik draag normaal gesproken 42 en heb hiervan 42 2/3 (!) besteld. Zit prima."
Grisport Sherpa Wandelschoenen Unisex - Black - Maat 43,https://media.s-bol.com/mZZlnznYLLp0/550x385.jpg,klantbeoordeling: 4 van de 5 sterren,Goede schoen voor iedereen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Goeie stevige wandelschoen. Met ondersteuning waar het hoort. Eerste keer erop lopen is even wennen maar de schoen gaat daarna naar je voeten zitten
Grisport Sherpa Wandelschoenen Unisex - Black - Maat 43,https://media.s-bol.com/mZZlnznYLLp0/550x385.jpg,klantbeoordeling: 5 van de 5 sterren,Fijne schoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"Best raar, op reviews afgaan bij Bol voor wandelschoenen?  Achja, het ik lockdown, dus beholpen allemaal, wie niet waagt ... etc. Maar wauw, wat zitten ze lekker! Ik heb ze dagelijks naar m'n werk aan,(staand, wandelend beroep, 0 blaren gehad) Ik ben een vrouw, maat 38 en ondanks dat het 'echte mannenkleding' is, zitten ze als gegoten. Daarnet blokkie om in de sneeuw, je glijdt niet uit, stevige grip, fijne zool, goede steun, kortom, echt een aanwinst!"
Grisport Sherpa Wandelschoenen Unisex - Black - Maat 43,https://media.s-bol.com/mZZlnznYLLp0/550x385.jpg,klantbeoordeling: 5 van de 5 sterren,"Lompe, maar zeer goede wandelschoen","['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"Ik wandel al 4 jaren op de Grisport Sherpa en ik vind het de fijnste wandelschoen ever. Ik loop gemiddeld per tocht 20 tot 30 km per dag en dan vaak ook nog meerdere dagen achter elkaar met overnachtingen. Ik heb een nieuw paar aangeschaft nadat mijn eerste paar na 4 jaren was versleten. De Grisport Sherpa is een lompe, maar zeer goede en degelijke wandelschoen die zeer lang mee gaat. Ook loop ik er nooit geen blaren in."
Grisport Sherpa Wandelschoenen Unisex - Black - Maat 43,https://media.s-bol.com/mZZlnznYLLp0/550x385.jpg,klantbeoordeling: 5 van de 5 sterren,wandelschoenen,[],[],"zeer goede schoenenik ben namelijk aan mijn heup geoperreed.en ze vonden de schoenen heel goed voor mijn voeten .heelgoed zelfs.ik zou zeggen voor om te wandelen,en heel goed voorje voeten 'kies voor deze schoenen."
Grisport Sherpa Wandelschoenen Unisex - Black - Maat 43,https://media.s-bol.com/mZZlnznYLLp0/550x385.jpg,klantbeoordeling: 3 van de 5 sterren,Sherpa wandelschoen,[],['voldoet niet aan verwachting'],"Ik heb deze wandelschoenen aangeschaft omdat ik zeer goede ervaring heb met de werkschoenen van Grisport. Ik heb ze nu een tijdje maar ik vind ze niet lekker lopen. Alleen op bospaden zijn ze wel oke. Maar als ik van het station naar mijn werk loop, vind ik ze te stug. Ook zijn ze niet voldoende antislip. Op put deksels en in het station glij ik weg met de schoen. Ik had ze beter verwacht als ik kijk naar de beoordelingen."
Grisport Sherpa Wandelschoenen Unisex - Black - Maat 43,https://media.s-bol.com/mZZlnznYLLp0/550x385.jpg,klantbeoordeling: 4 van de 5 sterren,Heerlijke wandelschoenen,"['handig in gebruik', 'Goede prijs/kwaliteit']",['weinig grip op natte gladde ondergrond.'],"Dit zijn toffe wandelschoenen. Ik wandel in bossen, langs de kust of door het buitengebied van ons dorp. Heb nog geen ervaring met extreme regen of diepe plassen. Wel oppassen op gladde stoepen of wegen, dan hebben ze weinig grip."
Kjelvik leren dames wandelschoenen categorie B - Blauw - Maat 39 - Uitneembare zool,https://media.s-bol.com/RnBvQVq2ZgyR/xg1M0r/550x475.jpg,klantbeoordeling: 2 van de 5 sterren,"Prijswijziging, kleur anders",['Handig in gebruik'],"['Voldoet niet aan verwachting', 'Slechte kwaliteit', 'Niet gebruiksvriendelijk']","De prijs van de op 23 maart gekochte schoenen was 84,94 en de prijs werd op 29 maart gewijzigd in 69,94. Op de website: de onderste kleur is wit, maar wat ik heb ontvangen is grijs. Ik heb 2 cadeaubonnen gebruikt, dus ik kan de schoenen niet retourneren"
Merrell Moab 2 GTX Wandelschoenen Heren - Maat 43,https://media.s-bol.com/RlMzBk3VVzYY/550x328.jpg,klantbeoordeling: 5 van de 5 sterren,Goede wandelschoen,"['voldoet aan verwachting', 'handig in gebruik']",[],"Goeie schoen, kwaliteit moet nog blijken maar ze zitten vanaf het begin al goed. Inderdaad, wel een maat groter bestellen als je normaal hebt."
Merrell Moab 2 GTX Wandelschoenen Heren - Maat 43,https://media.s-bol.com/RlMzBk3VVzYY/550x328.jpg,klantbeoordeling: 2 van de 5 sterren,Schoen valt erg tegen,['prima design'],"['voldoet niet aan verwachting', 'linkerschoen maakt knakkend geluid bij het lopen']","Ik heb eerder dit type schoen gehad, die zat fantastisch. Deze nieuwe schoen zit aanzienlijk minder lekker, bovendien maakt de linkerschoen bij het afwikkelen van de voet een irritant geluid, een soort knakkend geluid"
Merrell Moab 2 GTX Wandelschoenen Heren - Maat 43,https://media.s-bol.com/RlMzBk3VVzYY/550x328.jpg,klantbeoordeling: 5 van de 5 sterren,"bol.com, prima artikels!","['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"afgelopen zes jaar met zelfde sportschoenen gelopen, prima kwaliteit, daarom dezelfde teruggekocht"
Merrell Moab 2 GTX Wandelschoenen Heren - Maat 43,https://media.s-bol.com/RlMzBk3VVzYY/550x328.jpg,klantbeoordeling: 4 van de 5 sterren,Goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Twee pluspunten: voldoet aan verwachting en goede kwaliteit.
Merrell Moab 2 GTX Wandelschoenen Heren - Maat 43,https://media.s-bol.com/RlMzBk3VVzYY/550x328.jpg,klantbeoordeling: 4 van de 5 sterren,goede schoen zoals we gewoon zijn van merrell,"['stevig', 'Goede kwaliteit']",[],"Ik ben al jarenlang drager van Merrell schoenen. De nood was er om te vernieuwen en daarom dit paar gekozen. Ze zijn stevig, veel steviger dan diegene die je in de decathlon koopt. Een goede zool en waterdicht of toch zo goed als."
Merrell Moab 2 GTX Wandelschoenen Heren - Maat 43,https://media.s-bol.com/RlMzBk3VVzYY/550x328.jpg,klantbeoordeling: 5 van de 5 sterren,kwaliteit wandelschoenen.,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Zeer goede kwaliteit voor zijn prijs.
Skechers Selmen My Turf Hiker Trail veterboots - Dames - Maat 39,https://media.s-bol.com/q8vAo2WX2J0y/7A9VVG/550x339.jpg,klantbeoordeling: 5 van de 5 sterren,Skethers,['Goede kwaliteit'],[],Skethers altijd goed
Merrell Moab 2 Mid Gore-Tex Wandelschoenen Mannen - Maat 44,https://media.s-bol.com/NOEv1KY0NvOz/550x390.jpg,klantbeoordeling: 5 van de 5 sterren,Super service,['goede prijs/kwaliteit verhouding'],[],"Na wat opzoekwerk deze stappers gekozen. Blijken inderdaad zeer goed zittende wandelschoenen. Maar na een boswandeling in hevige regen blijken mijn nieuwe schoenen niet waterdicht. De rechter schoen liet water door waardoor een sok nat was. Contact opgenomen met leverancier Plutosport.nl. Moest de schoenen terug sturen, kreeg dezelfde dag nog een nieuw paar opgestuurd. Deden nergens moeilijk over! Super service!"
Merrell Moab 2 Mid Gore-Tex Wandelschoenen Mannen - Maat 44,https://media.s-bol.com/NOEv1KY0NvOz/550x390.jpg,klantbeoordeling: 2 van de 5 sterren,Geluid,[],['voldoet niet aan verwachting'],"In het begin klonk het alsof de schoenen te groot waren,nu piepen mijn zolen vreselijk irritant."
Merrell Moab 2 Mid Gore-Tex Wandelschoenen Mannen - Maat 44,https://media.s-bol.com/NOEv1KY0NvOz/550x390.jpg,klantbeoordeling: 5 van de 5 sterren,"Goede kwaliteit schoen, waterdicht",[],[],voor dagelijks gebruik aan te bevelen
Merrell Moab 2 Mid Gore-Tex Wandelschoenen Mannen - Maat 44,https://media.s-bol.com/NOEv1KY0NvOz/550x390.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"De Prijs kwaliteitsverhouding, om die reden al een aanrader"
Merrell Moab 2 Mid Gore-Tex Wandelschoenen Mannen - Maat 44,https://media.s-bol.com/NOEv1KY0NvOz/550x390.jpg,klantbeoordeling: 3 van de 5 sterren,Mooi ogende en goed zittende schoen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Prijs-kwaliteit is OK
Merrell Moab 2 Mid Gore-Tex Wandelschoenen Mannen - Maat 44,https://media.s-bol.com/NOEv1KY0NvOz/550x390.jpg,klantbeoordeling: 5 van de 5 sterren,Dit is mijn tweede paar identieke schoenen.,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Stevige, lichte wandelschoen met goede grip op de ondergrond. Ook waterdicht."
Grisport Verona Mid Wandelschoenen Unisex - Grey - Maat 44,https://media.s-bol.com/Pr30jDpE5X94/q78Rx9R/550x356.jpg,klantbeoordeling: 5 van de 5 sterren,Mooie fijn zittende schoen!,[],[],superfijne schoen. heel handige veter-vastzetter. veters kunnen haast niet onder het wandelen loskomen
Grisport Torino Low Wandelschoenen Unisex - Black - Maat 43,https://media.s-bol.com/JGmQL8RyWlK/yw7xPqE/550x295.jpg,klantbeoordeling: 5 van de 5 sterren,Stevige schoen,"['voldoet aan verwachting', 'Goede kwaliteit', 'goede prijs/kwaliteit verhouding']",[],Stevige wandelschoen. Geeft goede ondersteuning aan de enkels. Prijs kwaliteit is zeker zeer goed.Ik heb brede voeten en deze passen perfect. Maat 39 is effectief maat 39. En je kan er steunzolen inleggen want de zool is uitneembaar.
Grisport Torino Low Wandelschoenen Unisex - Black - Maat 43,https://media.s-bol.com/JGmQL8RyWlK/yw7xPqE/550x295.jpg,klantbeoordeling: 5 van de 5 sterren,Goede loopschoenen.,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Lekkere lichte schoenen met een goede prijs-kwaliteitverhouding. Lopen lekker
Grisport Torino Low Wandelschoenen Unisex - Black - Maat 43,https://media.s-bol.com/JGmQL8RyWlK/yw7xPqE/550x295.jpg,klantbeoordeling: 5 van de 5 sterren,Wandelen met plezier,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",['lengte van veters wat te kort'],"Zitten comfortabel, zijn stevig en hebben een leuk design, enige minpuntje is dat de veters iets langer hadden gemogen"
